customer_id,age,tenure_months,region,income,number_of_products,complaint_count,churned
32803409,44.0,23,Scotland,50100.0,3.0,0,No
88489117,30.0,19,England - SE,34400.0,2.0,0,No
10426197,51.0,23,Wales,93500.0,4.0,0,No
75104355,39.0,53,England - West Midlands,54700.0,2.0,0,No
99563062,72.0,51,England - North West,27700.0,1.0,0,Yes
45345864,38.0,0,England - South West,44200.0,1.0,0,No
34256529,26.0,16,Scotland,44900.0,1.0,0,No
25780719,38.0,45,England - West Midlands,24600.0,1.0,1,No
81596418,26.0,32,England - North West,41500.0,1.0,1,No
23312603,46.0,77,England - London,21400.0,2.0,0,No
12376153,41.0,30,Scotland,36100.0,1.0,1,No
87639143,43.0,43,England - North West,,3.0,0,No
97185551,19.0,0,England - London,34000.0,1.0,1,Yes
81164209,53.0,45,England - West Midlands,34100.0,2.0,0,No
11254201,39.0,42,England - South West," 20,600 ",1.0,1,Yes
46228913,,98,England - London,27400.0,2.0,1,Yes
46888696,47.0,12,England - West Midlands,25400.0,2.0,1,No
16267462,29.0,21,England - South East,34300.0,2.0,1,NO
88163384,40.0,14,,33100.0,1.0,0,No
61137226,53.0,72,Scotland,42700.0,2.0,1,No
55502092,27.0,0, England - London ,56000.0,2.0,0,No
80261795,78.0,73,England - Yorkshire and Humber,16000.0,3.0,0,No
87092737,18.0,25,London,49700.0,2.0,0,No
84077499,80.0,110, Wales ,18300.0,4.0,2,No
22366119,43.0,46,England - North East,36000.0,2.0,0,No
35776218,39.0,54,England - North West,,3.0,1,No
45072949,36.0,68,england - london,35700.0,3.0,0,No
75487183,44.0,73,England - West Midlands,31800.0,1.0,0,Yes
39582743,71.0,73, England - South West ,18500.0,2.0,1,No
66959833,42.0,71,England - South East,50300.0,2.0,0,No
50990246,31.0,45,England - South East,72400.0,2.0,1,No
67036862,60.0,20,England - North West,42900.0,3.0,0,No
20619964,20.0,47,England - West Midlands,26100.0,1.0,0,No
49023776,64.0,56,Wales,52100.0,3.0,0,No
41183049,39.0,71,England - North West,14700.0,1.0,0,No
79467021,38.0,56,England - West Midlands,72300.0,2.0,0,No
10424112,66.0,44,Scotland,31200.0,2.0,0,No
77440500,61.0,41,England - South East,35500.0,2.0,1,No
44554941,72.0,98,WALES,23300.0,4.0,1,No
40723794,51.0,81,England - North West,38700.0,1.0,1,No
55278182,44.0,78,England - South East,25900.0,2.0,0,No
91144881,55.0,58,England - London,51200.0,1.0,1,No
20307147,59.0,12,England - West Midlands,51800.0,2.0,0,No
69782894,50.0,67,England - South West,41000.0,4.0,0,No
82624297,,79,England - South West,20400.0,1.0,1,Yes
33848032,31.0,26, England - Yorkshire and Humber ,82600.0,2.0,1,No
19655810,32.0,18,England - London,79000.0,2.0,1,No
95486064,58.0,62,West Mids,25100.0,2.0,0,No
50000961,46.0,61,Scotland,27000.0,3.0,1,Yes
86831227,49.0,49,England - Yorkshire and Humber,42800.0,1.0,0,Yes
18099988,,44,Wales,37200.0,2.0,0,No
23559979,18.0,15,England - London,23600.0,2.0,0,No
48519426,20.0,5,London,36600.0,2.0,0,No
31185340,50.0,103,England - Yorkshire and Humber,38700.0,1.0,2,No
90754155,52.0,41,England - North West,59500.0,2.0,0,No
90843135,23.0,0,Scotland,18200.0,1.0,0,Yes
34127157,49.0,49,England - South East,56300.0,3.0,0,No
77910253,58.0,22,England - London,46600.0,1.0,0,No
65036408,49.0,58,England - West Midlands,30000.0,2.0,0,No
99082578,39.0,10,England - North East,29300.0,1.0,1,No
79959865,18.0,22,Northern Ireland,14200.0,1.0,0,No
74283959,75.0,113,England - West Midlands,40300.0,2.0,0,No
40194282,45.0,86,England - South East,,4.0,0,Yes
36666414,56.0,92,Wales,30900.0,3.0,0,No
35253911,50.0,84,England - North East,26200.0,3.0,0,No
85792060,27.0,24,England - North West,39100.0,2.0,0,No
13289065,42.0,11,England - South East,63400.0,2.0,0,No
25252614,73.0,25,England - North West,38500.0,1.0,0,Yes
33035665,58.0,40,England - Yorkshire and Humber,,1.0,1,No
76052745,50.0,33,England - London,19500.0,2.0,0,No
12090415,28.0,32,Wales,,2.0,0,No
81711931,18.0,4,England - West Midlands,41200.0,1.0,0,No
33269975,59.0,33,Northern Ireland,-43600.0,2.0,0,No
75563029,32.0,56,England - London,14900.0,2.0,0,No
75144943,48.0,0,England - South East,42900.0,1.0,0,No
72447129,38.0,41,England - South East,44300.0,4.0,0,No
70652899,59.0,109,Wales,41400.0,2.0,0,No
57175426,52.0,47,England - South West,66100.0,1.0,0,No
78436876,77.0,97,England - South East,41100.0,3.0,0,No
31746661,63.0,81,England - South West,49100.0,1.0,0,No
48790798,29.0,30,England - North West,39500.0,2.0,0,No
76909616,18.0,11,Scotland,45200.0,1.0,1,No
59580341,30.0,45,England - Yorkshire and Humber,35100.0,2.0,0,No
61424022,40.0,68,England - London,20200.0,1.0,0,No
13508110,70.0,92,England - London,38100.0,1.0,0,No
90726453,26.0,0, England - North West ,43100.0,2.0,0,No
31298548,48.0,12,England - Yorkshire and Humber,42300.0,2.0,0,No
62876847,40.0,55,N. Ireland," 20,400 ",2.0,0,No
77614438,36.0,26,England - London,34400.0,3.0,1,No
46602782,42.0,39,Scotland,59500.0,3.0,0,No
90089237,45.0,74,England - South West,21800.0,1.0,5,No
77853985,40.0,71,England - London,118600.0,2.0,0,No
84206707,39.0,86,England - North West,37500.0,4.0,1,No
70555389,46.0,19,Wales,24200.0,1.0,0,No
15284649,39.0,8,Wales,27800.0,1.0,1,No
19989120,56.0,91,England - London,63700.0,3.0,0,No
14731712,60.0,60,England - London,68400.0,4.0,1,No
47253247,31.0,3,England - North West,49500.0,2.0,0,Yes
29908541,32.0,18,England - North West,83100.0,3.0,0,No
18997821,41.0,24,England - South East,23700.0,2.0,0,No
33293493,44.0,38,England - North East,48300.0,2.0,0,No
75098742,50.0,49,England - London,53800.0,2.0,2,No
22789255,48.0,44,England - Yorkshire and Humber,40200.0,1.0,0,No
52738471,54.0,76,England - Yorkshire and Humber,40400.0,2.0,0,No
95766768,66.0,59, England - South West ,14300.0,1.0,0,No
46045813,37.0,31,England - South East,16800.0,2.0,0,No
74222196,53.0,46,Northern Ireland,33400.0,2.0,0,No
31622210,41.0,40,England - West Midlands,71500.0,3.0,0,No
10636800,32.0,0,England - London,43800.0,1.0,0,No
22419390,29.0,54,England - Yorkshire and Humber,17200.0,2.0,1,No
88409530,58.0,53,England - South East,61200.0,3.0,0,No
15035035,51.0,50,Northern Ireland,48500.0,1.0,0,No
81335086,58.0,95,England - NW,32100.0,3.0,0,No
71745776,58.0,74,England - West Midlands,12100.0,1.0,1,No
76070005,61.0,39,Scotland,63600.0,4.0,0,No
79445425,36.0,31,England - South East,21000.0,1.0,0,No
56724620,59.0,77,south east,34800.0,2.0,0,No
76445950,28.0,20,Wales,40500.0,1.0,0,No
33869017,38.0,51,England - South East,21600.0,1.0,0,No
75799825,34.0,53,England - London,42000.0,2.0,0,No
19973859,,70,england - london,59300.0,5.0,0,No
34221396,68.0,59,England - London,12000.0,2.0,0,No
94305043,18.0,0, England - South West ,32800.0,2.0,0,No
80313179,55.0,84,England - North West,48100.0,3.0,0,No
38140848,50.0,90,England - South East,39400.0,2.0,0,No
61540321,64.0,72,England - London,36800.0,1.0,0,No
19107387,23.0,59,England - North West,24800.0,2.0,1,Yes
71601737,52.0,46,England - London,42400.0,2.0,0,No
96633717,18.0,0,England - Yorkshire and Humber,25100.0,1.0,0,No
61490718,50.0,6,Northern Ireland,20600.0,1.0,1,No
86633808,50.0,69,England - London,74600.0,2.0,0,No
74929096,64.0,29,Northern Ireland,14300.0,1.0,1,No
75316833,58.0,43,England - South East,34700.0,2.0,0,Yes
31947449,55.0,83,England - South East,41600.0,2.0,1,Yes
63115534,69.0,101,England - North West,19500.0,2.0,0,No
86545798,51.0,107,England - Yorkshire and Humber,21600.0,3.0,0,No
57465903,18.0,15,Scotland,20100.0,1.0,2,Yes
62163544,37.0,17,Scotland,52800.0,2.0,0,No
58675131,18.0,0,England - West Midlands,,1.0,1,No
38720881,27.0,0,England - London,58200.0,1.0,0,No
73440079,48.0,51,England - London,21900.0,3.0,0,No
50465599,39.0,38,England - West Midlands,48800.0,2.0,0,No
95651093,26.0,29,England - London,70900.0,4.0,0,No
25026755,35.0,23,England - South East,50500.0,2.0,0,No
85573157,52.0,68,England - Yorkshire and Humber,27700.0,2.0,2,No
80194800,40.0,17,England - Yorkshire and Humber,26000.0,1.0,0,No
50050452,51.0,39,England - South West,34800.0,2.0,0,No
63006385,69.0,47,England - North West,53700.0,4.0,0,Yes
67256965,35.0,33,England - South East,67900.0,3.0,0,No
85583005,61.0,1,England - NE,20900.0,1.0,1,Yes
12262403,53.0,35,England - London,32300.0,2.0,0,Yes
91530167,50.0,59,England - North West,30700.0,3.0,0,Yes
83077440,53.0,89,England - London,29000.0,1.0,0,No
18923873,47.0,18,England - South East,41000.0,1.0,0,No
91234796,26.0,24,England - South East,59700.0,3.0,1,No
69723654,40.0,67,England - North East,21600.0,1.0,0,No
52190245,48.0,47,England - London,25000.0,2.0,1,No
44682250,40.0,61,England - West Midlands,36700.0,2.0,0,yes
57844338,40.0,17,England - South East,35300.0,1.0,2,No
32718456,18.0,0,Scotland,25300.0,1.0,1,No
39473167,55.0,51,England - Yorkshire and Humber,36600.0,2.0,0,No
63222559,30.0,18,Northern Ireland,18100.0,1.0,1,No
67820662,30.0,20,west midlands,46300.0,1.0,0,Yes
27726785,30.0,1,England - West Midlands,43300.0,1.0,2,No
60920721,20.0,25,England - North East,40400.0,3.0,0,No
47427740,72.0,88,England - North West,75300.0,3.0,0,No
91776005,51.0,36,England - South East,29700.0,2.0,0,No
79509331,18.0,15,south east,25300.0,1.0,2,Yes
85414748,35.0,76,England - London,40500.0,2.0,1,No
87305608,42.0,40,England - North West,47800.0,1.0,0,No
97804884,20.0,9,England - North West,48800.0,1.0,0,Yes
55654615,40.0,52,England - West Midlands,53000.0,3.0,2,No
98358792,38.0,18, England - North West ,25900.0,2.0,0,No
68760653,28.0,46,England - West Midlands,32700.0,1.0,0,No
19665994,66.0,65,england - london,38700.0,2.0,0,No
23043458,28.0,0,Scotland,33400.0,1.0,0,No
51079397,40.0,60,England - London,40200.0,2.0,0,No
22400978,65.0,48,England - South East,33800.0,2.0,0,No
14030428,54.0,72,wales,41800.0,2.0,0,No
26983858,46.0,79,England - Yorkshire and Humber,50700.0,2.0,0,No
34258715,18.0,0,England - Yorkshire and Humber,14700.0,1.0,0,No
22086839,44.0,8,scotland,43000.0,1.0,1,No
48441637,48.0,41,England - West Midlands,17700.0,3.0,0,NO
31559025,26.0,36,England - South West,,1.0,1,No
85121817,37.0,43,England - South East,19100.0,2.0,0,No
25119622,45.0,65,England - London,30800.0,2.0,0,No
17594543,25.0,25,England - West Midlands,66000.0,2.0,2,No
50756733,41.0,42,England - Yorkshire and Humber," 33,000 ",2.0,0,No
93022948,31.0,24,Wales,89700.0,3.0,0,Yes
86671283,61.0,75,England - South East,12000.0,1.0,1,No
47584761,18.0,18,England - Yorkshire and Humber,21700.0,2.0,2,No
55408611,36.0,52,wales,42500.0,2.0,1,No
42367335,48.0,68,England - London,61500.0,2.0,1,No
84451666,40.0,71,England - Yorkshire and Humber,26000.0,2.0,0,No
50457206,32.0,13,England - South West,35800.0,1.0,1,No
54302547,46.0,50,England - South East,36800.0,2.0,0,No
80986437,31.0,32,Wales,37900.0,2.0,1,No
40751551,39.0,44,Wales,25500.0,2.0,0,No
13942122,18.0,0,Wales,21000.0,1.0,0,No
96448734,44.0,68,England - North West,27500.0,1.0,2,No
61133983,62.0,83,England - Yorkshire and Humber,29800.0,3.0,0,Yes
27042293,54.0,95,Wales,59200.0,3.0,0,No
28753584,54.0,49,England - North West,61000.0,5.0,0,No
12933306,28.0,26,England - South East,20900.0,2.0,0,No
22580739,50.0,90,England - London,75900.0,3.0,0,No
47832828,46.0,24,England - South East,32000.0,1.0,0,No
91296072,68.0,71,England - West Midlands,,2.0,0,No
87085923,49.0,59,England - South East,43700.0,2.0,0,No
25684267,47.0,53,England - London,42600.0,3.0,0,No
50485926,37.0,19,England - London,34800.0,1.0,1,No
54144352,75.0,104,Wales,37000.0,4.0,0,No
77126460,42.0,70,England - South West,46500.0,2.0,0,No
72175956,38.0,43,England - Yorkshire and Humber,24800.0,3.0,0,No
85431712,45.0,13,England - North East,27600.0,1.0,2,No
95216357,34.0,42,Northern Ireland,30200.0,2.0,0,no
22007950,33.0,23,England - West Midlands,29300.0,2.0,0,No
80796597,64.0,37,England - West Midlands,51700.0,1.0,0,No
59808922,20.0,41,England - South West,21300.0,2.0,0,No
74303412,73.0,90,England - West Midlands,26100.0,3.0,0,No
59003604,31.0,23,England - North West,41800.0,1.0,0,No
41673446,18.0,1,England - Yorkshire and Humber,85800.0,1.0,3,Yes
42373492,48.0,31,England - South West,15200.0,2.0,0,No
46857500,53.0,0,England - South West,44300.0,1.0,1,No
72349771,57.0,15,Wales,87400.0,2.0,0,No
30748713,28.0,25,Wales,41700.0,2.0,0,No
16665079,39.0,54,northern ireland,52100.0,3.0,1,No
85509946,31.0,10,England - Yorkshire and Humber,24000.0,1.0,1,No
43481931,18.0,5,Northern Ireland,30500.0,1.0,1,Yes
23592547,32.0,4,England - South East,65700.0,2.0,1,No
27739010,45.0,63, England - South East ,28300.0,2.0,0,No
42205892,54.0,53,England - North East,75500.0,3.0,0,No
31546969,48.0,31,England - South East,59700.0,3.0,0,No
41460187,44.0,60,England - North West,45500.0,2.0,0,No
80547043,54.0,59,England - West Midlands,59300.0,2.0,0,No
83314533,47.0,16,England - NW,65200.0,1.0,0,No
36349969,25.0,16, England - London ,74800.0,2.0,0,No
11422469,32.0,9,England - South East,47600.0,2.0,0,No
76578473,50.0,54,England - West Midlands,57200.0,2.0,0,No
97602571,45.0,29,England - London,72200.0,2.0,1,No
85162667,24.0,0,scotland," 12,000 ",2.0,0,No
20701614,30.0,37,yorkshire,33300.0,1.0,2,No
61736363,35.0,7,England - South East,70300.0,2.0,1,No
36528710,57.0,84,Wales,30600.0,3.0,0,No
76240223,35.0,16,Scotland,29200.0,2.0,0,No
44904222,53.0,93,England - West Midlands,92400.0,3.0,0,No
45016434,52.0,73,Scotland,30600.0,3.0,0,No
13912562,45.0,59,England - North West," 20,200 ",2.0,0,Yes
66781133,35.0,42,England - Yorkshire and Humber,24500.0,3.0,0,No
96042284,46.0,32,England - North East,27600.0,2.0,0,No
45181740,40.0,45,England - South East,55100.0,1.0,0,Yes
74595381,39.0,0,England - London,,1.0,0,No
58377050,53.0,29,England - South West,15900.0,1.0,0,No
27106203,53.0,43,England - South West,34600.0,2.0,0,No
59895777,51.0,31,England - North West,39100.0,1.0,2,No
53186021,63.0,106,England - Yorkshire and Humber,14100.0,2.0,1,No
52971241,31.0,43,England - Yorkshire and Humber," 19,000 ",3.0,1,No
71503741,52.0,55,England - West Midlands,,2.0,0,No
95138354,18.0,27,west midlands,34800.0,2.0,0,No
10477611,43.0,15,Wales,38100.0,1.0,0,No
65600054,43.0,29,England - Yorkshire and Humber,57900.0,2.0,0,No
86678107,41.0,10,England - South East,30000.0,2.0,0, No 
76952366,48.0,62,England - North West,25900.0,2.0,0,No
72956352,36.0,0,Scotland,31400.0,1.0,0,No
49848043,41.0,58,England - North West,85500.0,3.0,0,No
11311471,61.0,82,England - London,,3.0,1,No
77203684,42.0,40,England - London,52900.0,2.0,0,No
79316250,43.0,49,England - South East,,2.0,1,Yes
85370933,53.0,50,England - London,70100.0,3.0,0,No
49496866,44.0,61,England - London,40500.0,2.0,0,Yes
90524990,55.0,37,England - West Midlands,62000.0,,0,Yes
38617782,79.0,52,England - South West,31000.0,3.0,0,No
58256221,27.0,29,Northern Ireland,33600.0,2.0,0,No
25908706,51.0,57,England - South West,23100.0,1.0,0,No
13122198,38.0,41,England - South West,71300.0,2.0,0,No
24176759,18.0,0,England - South East,15100.0,1.0,0,No
78851074,55.0,50,Wales,,1.0,1,No
56704413,80.0,135,England - North West,36600.0,3.0,0,No
86675702,42.0,25,England - London,28800.0,2.0,0,No
77632169,67.0,58,England - North West,21100.0,4.0,2,No
38998483,37.0,53,England - West Midlands,38200.0,2.0,0,No
10149536,33.0,44,Scotland,68800.0,2.0,1,No
85260380,35.0,30,Wales,28700.0,1.0,0,No
30335502,38.0,0,England - North West,55500.0,1.0,0,Yes
26351346,63.0,68,Wales,26500.0,3.0,0,No
48128570,29.0,22,England - London,35200.0,2.0,0,No
32361839,59.0,99,England - North East,26000.0,3.0,2,No
94622922,55.0,55,England - South East,42500.0,1.0,0,No
78170307,43.0,56,England - West Midlands,14400.0,3.0,0,No
50229996,22.0,5,yorkshire,21700.0,1.0,3,No
39627253,51.0,58,England - South East,58500.0,3.0,0,No
97234962,48.0,67,England - North West,30100.0,2.0,0,No
22313412,66.0,84,England - London,44400.0,2.0,0,No
93319464,70.0,97,England - London,27500.0,2.0,1,No
36890426,52.0,84,England - Yorkshire and Humber,,1.0,0,Yes
95999283,22.0,21,England - South West,19700.0,2.0,1,No
30760810,48.0,56,England - West Midlands,,1.0,1,No
32030921,54.0,26,England - London,59100.0,1.0,1,No
86588284,26.0,34,England - North West,21600.0,1.0,2,No
38130183,38.0,40,England - South East,65400.0,3.0,0,No
31169391,47.0,40,Northern Ireland,19300.0,2.0,1,No
19771307,47.0,55,England - South West,40200.0,2.0,0,No
42467363,57.0,96,west midlands,32700.0,1.0,1,No
21153297,18.0,5,England - West Midlands,14300.0,2.0,2,Yes
70113604,57.0,71,Scotland,14000.0,2.0,0,No
55461681,59.0,76,England - North East,71000.0,3.0,0,No
37148011,29.0,22,England - Yorkshire and Humber,23300.0,1.0,0,No
61227105,35.0,42,England - London,27200.0,3.0,0,No
97362810,44.0,58,England - Yorkshire and Humber,43000.0,2.0,0,No
23885291,69.0,42,England - South West,46300.0,1.0,2,Yes
18727701,,62,England - North West,41000.0,3.0,1,No
98214396,,72,England - London,33200.0,3.0,0,No
59047836,44.0,21,England - North East,30100.0,1.0,0,No
56526200,54.0,43,south west,21900.0,1.0,1,No
43674876,37.0,30,Scotland,54100.0,4.0,0,No
39977300,47.0,52,England - London,107600.0,4.0,0,No
76139223,51.0,95,England - North East,38800.0,3.0,0,No
81709934,18.0,11,England - West Midlands,24900.0,3.0,0,No
49086407,18.0,4,England - South East,23800.0,1.0,2,No
87498999,26.0,27,England - North East,87100.0,2.0,0,No
51668608,73.0,59,England - London,33900.0,1.0,0,No
37266230,59.0,81,England - West Midlands,125300.0,5.0,1,No
33589155,26.0,2,England - West Midlands,29600.0,1.0,2,No
78395729,57.0,45,Northern Ireland,18900.0,2.0,0,No
82243375,29.0,35,England - West Midlands,31200.0,1.0,1,No
47596192,33.0,40,England - London,30800.0,2.0,0,No
67439325,67.0,44,England - West Midlands,14200.0,1.0,2,Yes
53146682,39.0,42,England - South East,34700.0,3.0,0, Yes 
98742275,37.0,22,England - North West,24800.0,2.0,1,No
22951390,24.0,26,England - London,40700.0,3.0,0,No
65881804,43.0,24,England - London,37200.0,2.0,0,No
65682902,37.0,39,England - North East,66900.0,3.0,0,No
24435009,30.0,20,Scotland,98000.0,1.0,2,No
83794865,45.0,75,England - South West,44700.0,2.0,0,No
59109612,33.0,48,Wales,36500.0,2.0,0,No
74792488,44.0,59,England - London,33900.0,1.0,0,No
68570834,41.0,60,Scotland,48800.0,3.0,0,No
38312096,23.0,0,scotland,23700.0,1.0,3,No
37134636,18.0,13,England - Yorkshire and Humber,57800.0,3.0,0,No
24511498,26.0,39,north west,31400.0,3.0,0,No
50259354,22.0,7,England - South West,39800.0,2.0,0,Yes
15438337,42.0,5,England - London,20100.0,1.0,1,No
80242836,31.0,45,England - Yorkshire and Humber,16800.0,3.0,0,No
74516682,58.0,73,England - London,30900.0,2.0,0,No
10404994,31.0,13,England - South East,45100.0,2.0,1,No
73919843,29.0,62,England - South West,43500.0,2.0,0,No
82731588,49.0,61,England - South East,40700.0,2.0,0,No
51749666,43.0,5,Wales,46100.0,2.0,0,No
53756015,33.0,21,England - London,52100.0,1.0,1,No
20698125,60.0,76,England - North West,43100.0,4.0,0,No
87691519,75.0,77,England - NE,37100.0,1.0,0,No
54375327,49.0,109,WALES,34200.0,2.0,0,No
64904525,54.0,82, England - London ,23500.0,2.0,3,No
21863394,30.0,25,England - North West,40800.0,2.0,0,No
55216708,47.0,64,Scotland,40100.0,2.0,1,Yes
38234949,78.0,92,England - North West,22700.0,3.0,0,No
14382680,39.0,29,England - North West,44300.0,1.0,0,No
50902852,29.0,6,Scotland,29300.0,1.0,1,No
81913122,30.0,63,Northern Ireland,41200.0,2.0,0,Yes
79230778,38.0,26,Wales,36500.0,2.0,0,No
59972859,41.0,78,England - South West,39200.0,3.0,0,No
56758379,48.0,68,england - london,70200.0,3.0,0,No
69450777,34.0,45,England - Yorkshire and Humber,17400.0,2.0,0,No
96591889,37.0,35,England - North East,47400.0,2.0,0,No
28628135,52.0,58,England - South West,39600.0,2.0,0,No
50406836,39.0,13,England - South East,40500.0,3.0,0,No
59102252,27.0,24,Wales,45600.0,2.0,0,No
96682908,52.0,41,England - South East," 60,200 ",1.0,0,No
85317183,30.0,16,Northern Ireland,30300.0,1.0,0,No
69061478,27.0,6,England - South East,33600.0,3.0,0,No
74651405,50.0,67,England - West Midlands,39800.0,3.0,1,No
57819270,48.0,69,Scotland,44900.0,2.0,1,No
65968483,41.0,51,England - South West,35500.0,7.0,1,No
77203909,18.0,33,Scotland,23200.0,1.0,1,No
30326854,39.0,5,,,3.0,0,No
70992531,35.0,60,England - North West," 27,900 ",2.0,1, No 
14548152,35.0,29,Scotland,23800.0,1.0,1,No
29464129,36.0,32,England - North East,56800.0,1.0,0,No
71366106,51.0,38,England - South East,45100.0,3.0,0,No
63815866,41.0,54,England - South West,19100.0,1.0,1,Yes
32772666,36.0,30,England - West Midlands,30100.0,2.0,0,No
59121072,24.0,18,England - South West,36500.0,2.0,0,No
49238200,18.0,0,Scotland,37900.0,1.0,2,No
73020417,38.0,3,England - South East,12000.0,1.0,1,No
78670136,48.0,78,England - North East,34800.0,3.0,0,No
62602492,18.0,0,England - South East,62300.0,1.0,1,No
54873970,51.0,54,England - West Midlands,53100.0,2.0,0,No
68777153,51.0,47,England - South West,30900.0,2.0,0,No
89782816,43.0,89,England - South East,52100.0,3.0,0,No
63947687,48.0,64,England - South West,22000.0,2.0,0,No
68379211,18.0,0,England - South West,18600.0,1.0,0,No
13225029,45.0,51,England - London,40300.0,2.0,0,No
78828600,54.0,123,England - London,51600.0,3.0,0,No
98200132,24.0,0,England - South East,32000.0,1.0,0,No
96254834,35.0,40,England - North West,18100.0,1.0,0,No
81895740,18.0,34,England - South East,62300.0,1.0,0,No
38704283,43.0,56,England - London,40900.0,2.0,0, No 
92953423,23.0,0,England - West Midlands,31500.0,1.0,2,No
20268933,27.0,25,Wales,45200.0,2.0,1,No
53384461,43.0,20,England - North West,,1.0,1,No
46909894,88.0,75,England - North East,24300.0,1.0,0,No
92605892,59.0,74,Wales,21800.0,2.0,0,No
67677450,55.0,48,England - London,43200.0,2.0,0,No
81430105,45.0,42,Wales,28100.0,1.0,0,Yes
64073256,48.0,74,England - London,45700.0,2.0,0,No
27813813,35.0,33,Northern Ireland,19400.0,2.0,0,No
89633948,41.0,42,England - South West,24700.0,1.0,2,No
72277258,41.0,33,England - Yorkshire and Humber,43900.0,3.0,0,No
41289917,37.0,27,England - Yorkshire and Humber,45100.0,1.0,0,No
78670086,42.0,29,England - North West,26000.0,1.0,0,No
52986789,56.0,0,Scotland,27500.0,1.0,2,Yes
52148199,29.0,45,England - North East,120600.0,3.0,1,YES
67439074,62.0,120,England - North West,15300.0,2.0,0,No
60638771,55.0,68,England - North West,44800.0,2.0,0,No
24588111,56.0,59,England - Yorkshire and Humber,30700.0,1.0,0,No
82562901,47.0,45,england - london,44100.0,4.0,0,No
45653655,41.0,50,England - South West,51300.0,2.0,0,No
18566747,44.0,20,England - North East,31400.0,2.0,0,No
56083504,38.0,7,England - London,140000.0,4.0,1,No
56753166,67.0,79,England - North West,23300.0,1.0,0,No
79696384,53.0,49,England - West Midlands,25800.0,1.0,1,No
42882726,71.0,112,England - South West,27200.0,3.0,1,No
15975820,61.0,42,England - West Midlands,21000.0,1.0,1,No
74358981,26.0,4,England - London,51700.0,2.0,0,No
95273788,31.0,22,England - Yorkshire and Humber,41400.0,1.0,1,No
34197488,31.0,12,England - London," 47,800 ",2.0,0,NO
44578136,18.0,0,England - North West,23400.0,1.0,0,No
39760507,18.0,0,England - South East,24500.0,1.0,1,No
21145903,37.0,47,England - North West,24400.0,2.0,0,No
96957706,47.0,64,England - Yorkshire and Humber,33700.0,2.0,0,No
19413295,48.0,52,England - North West," 60,000 ",2.0,0,No
63274267,23.0,11,Scotland,33600.0,1.0,0,No
11955083,37.0,23,England - Yorkshire and Humber,33500.0,2.0,0,No
31673519,64.0,75,Wales,51800.0,2.0,0,No
44449864,33.0,20,England - North East,22200.0,1.0,2,No
53289515,46.0,55,England - North East,77100.0,3.0,0,No
32454876,48.0,56,England - South East,49400.0,3.0,1,No
30408570,32.0,29,England - South East,56300.0,4.0,0,No
52557658,57.0,95,England - South East,36600.0,2.0,0,Yes
97712902,61.0,32,England - North East,45900.0,3.0,0,No
89862289,41.0,47,England - Yorkshire and Humber,22700.0,1.0,0,Yes
94253906,34.0,31,West Mids,19500.0,2.0,0,No
85838121,50.0,50,England - North West,47400.0,1.0,0,No
54465127,74.0,52,England - South East,16300.0,3.0,1,No
86912156,60.0,71,England - London,29100.0,2.0,2,No
18712691,41.0,26,Northern Ireland,48300.0,2.0,0,No
28523336,40.0,42,England - London,56600.0,4.0,0,No
27872129,37.0,9,England - London,62200.0,1.0,1,No
44604029,18.0,0,England - London,17600.0,1.0,0,No
96265796,48.0,85,England - London,24400.0,2.0,0,No
99778543,42.0,80,England - West Midlands,30400.0,2.0,0,No
89947827,,28,England - Yorkshire and Humber,87700.0,2.0,1,No
21529588,33.0,34,Wales,19400.0,2.0,0,No
77424715,75.0,77,England - North West,38000.0,2.0,0,No
19998078,59.0,59,England - London,45700.0,2.0,0,Yes
77838563,40.0,50,England - South West,49500.0,2.0,0,No
74569377,62.0,60,Scotland,30200.0,1.0,2,No
82245579,38.0,41,England - London,31100.0,1.0,0,No
32240701,29.0,22,Northern Ireland,103400.0,2.0,0,No
58489788,59.0,74,England - London,43400.0,4.0,0,No
40200807,44.0,68,Wales,25900.0,1.0,0,No
23309009,38.0,59,England - Yorkshire and Humber,46200.0,2.0,2,No
27516520,49.0,51,England - North West,34300.0,2.0,0,No
84644822,47.0,46,England - North West,28800.0,3.0,0,No
83997530,24.0,32,England - Yorkshire and Humber,24600.0,2.0,0,No
53055494,76.0,110,Wales,23900.0,4.0,0,No
78366850,40.0,11,England - South East,36900.0,2.0,2,No
29432891,36.0,33,Wales,17400.0,2.0,0,No
20235176,50.0,15,England - London,40500.0,2.0,0,No
26659731,71.0,73,Scotland,25000.0,1.0,1,No
49252082,67.0,46,England - South East,76200.0,3.0,0,No
59254749,39.0,21,England - Yorkshire and Humber,27500.0,1.0,1,No
57378265,32.0,40,England - South East,48500.0,2.0,0,No
39839648,45.0,14,England - North East,31300.0,2.0,0,No
99281034,69.0,76,England - West Midlands,37500.0,2.0,0,No
14136637,86.0,117,England - Yorkshire and Humber,29100.0,3.0,0,No
60416579,42.0,22,England - London,23300.0,2.0,0,No
94598781,39.0,31,England - North West,43600.0,1.0,0,No
63200307,48.0,105,England - North West,81400.0,2.0,0,No
42399024,23.0,28,England - South East,37700.0,1.0,0,No
68895405,55.0,77,England - South East,17700.0,2.0,0,No
34947816,59.0,99,Northern Ireland,14000.0,3.0,2,No
45311781,21.0,10,,24100.0,2.0,0,No
