customer_id,month,transaction_count,avg_balance,total_spend,mobile_logins,branch_visits
54704931,2026-03,25.0,5273.86,445.86,10.0,0.0
18254514,2026-03,42.0,4888.42,2008.16,24.0,1.0
79367959,2025-10,66.0,4836.2,2467.44,48.0,1.0
13266795,2026-03,51.0,18020.43," 5,784.33 ",28.0,0.0
46148793,2025-07,37.0,6006.21,1625.41,19.0,0.0
65769534,2025-06,22.0,1415.06,602.43,5.0,0.0
97318844,2025-08,29.0,3319.53,2243.4,9.0,0.0
19261251,2026-02,25.0,2759.99,638.06,11.0,2.0
55018197,2025-12,26.0,2932.82,84.95,16.0,0.0
47972886,2026-01,16.0,2633.47,468.83,3.0,0.0
25475987,2026-02,43.0,3663.6,1440.1,25.0,0.0
82436977,2025-07,22.0,4992.14,615.69,18.0,0.0
67434006,2026-04,21.0,2169.34,429.47,17.0,0.0
87187640,2025-11,29.0,3173.32,610.75,11.0,0.0
49525543,2025-06,26.0,5378.14,955.23,10.0,0.0
75201764,2026-01,27.0,2554.85,1435.82,12.0,0.0
41470151, 2025-10 ,41.0,2823.53,2285.43,27.0,1.0
55833798,2025-08,22.0,4296.09,327.7,9.0,1.0
20309373,2025-11,57.0,5499.9,1304.98,27.0,0.0
24452567,2025-12,43.0,3005.42,812.25,25.0,1.0
50756733,2026-05,31.0,3838.09,1229.96,13.0,0.0
32072538,2025-07,38.0,4299.77,742.55,30.0,0.0
20662570,2026-04,29.0,3329.23,776.32,23.0,1.0
26043280,2025-08,38.0,4152.92,943.27,23.0,0.0
72349771,2026-03,51.0,7702.54,2696.44,23.0,0.0
30420724,2026-03,40.0,3858.9,924.62,27.0,1.0
67211834,2026-03,10.0,5254.66,461.84,7.0,0.0
44210845,2025-11,36.0,3139.86,1889.47,22.0,0.0
93391560,2026-05,15.0,3932.78,103.54,9.0,1.0
28672839,2026-02,45.0,5323.1,3338.7,19.0,0.0
98637706,Feb-2026,50.0,7487.41,2287.35,24.0,0.0
86800291,2025-08,27.0,1190.77,622.72,7.0,0.0
53033470,2025-07,25.0,637.52,340.83,13.0,0.0
88647024,2025-06,35.0,3215.49,1422.43,32.0,1.0
47454297,2025-08,39.0,3361.57,1719.81,16.0,2.0
16466429,2026-03,18.0,3522.14,601.76,4.0,0.0
36642020,2026-05,47.0,3551.95,1064.8,32.0,0.0
69717519,2025-07,40.0,1221.03,1416.87,16.0,0.0
86138150,2026-04,34.0,1358.13,604.01,27.0,0.0
95765595,2025-06,28.0,1346.62,716.42,21.0,0.0
33348749,2025-06,35.0,4038.04,764.63,8.0,0.0
25119622,2025-09,34.0,2146.7,1060.01,21.0,1.0
28896638,2025-11,45.0,5005.71,1572.47,15.0,0.0
50725286,2026-05,46.0,4979.92,2520.04,20.0,2.0
19964961,2025-11,25.0,2486.9,815.12,9.0,0.0
27808113,2026-01,35.0,2990.66,751.75,16.0,1.0
64904525,2026-04,29.0,1837.45,545.84,11.0,0.0
47654314,2026-01,28.0,3600.08,1114.14,14.0,0.0
66917677,2025-10,33.0,4634.88,1805.39,34.0,0.0
20809774,2025-11,29.0,4128.14,1203.92,11.0,0.0
63179597,2025-09,22.0,2949.17,261.45,7.0,1.0
96682908,2025-06,20.0,4843.45,1530.74,8.0,0.0
71370465,2026-01,35.0,5902.94,2116.46,19.0,2.0
86598061,2025-07,19.0,3873.65,233.75,9.0,1.0
95835064,2026-01,56.0,4265.59,2027.85,27.0,1.0
98615058,2025-09,36.0,,501.46,18.0,2.0
43286673,2025-08,21.0,,622.04,2.0,0.0
56839962,2025-09,32.0,2892.17,1401.71,13.0,0.0
12815407,2026-05,37.0,3734.22,601.38,12.0,1.0
64565810,2025-11,39.0,3430.48,2537.25,21.0,0.0
66643433,2026-05,16.0,1108.3,325.45,5.0,0.0
50145591,2026-05,44.0,4787.6,562.76,24.0,0.0
76321790,2026-03,36.0,4897.86,1205.72,12.0,1.0
40206097,2026-03,37.0,4904.17,1466.09,20.0,1.0
11944985,2026-01,41.0,7165.46,2207.02,14.0,0.0
65465274,2025-09,35.0,2901.64," 1,110.51 ",27.0,0.0
54346265,2025-10,16.0,4359.84,358.96,13.0,2.0
14671913,2025-09,33.0,4650.83,768.69,16.0,3.0
53141227,2025-12,13.0,2241.56,535.0,7.0,1.0
95023578,2025-09,38.0,7994.76,3016.74,16.0,1.0
41969293,2025-07,19.0,2152.22,553.74,11.0,1.0
52950387,2025-09,22.0,5764.2,772.01,16.0,1.0
98615058,2025-08,39.0,1621.02,841.64,24.0,
55669969,2026-04,45.0,9124.57,,38.0,0.0
60028827,2025-06,47.0,4086.45,1400.41,22.0,0.0
56822679,2026-02,46.0,9962.55,2930.36,21.0,0.0
86617453,2026-05,27.0,4826.43,868.47,21.0,0.0
97254192,2025-07,29.0,1773.12,633.63,7.0,0.0
85673294,2025-12,43.0,5008.69,596.13,22.0,0.0
13397278,2026-04,35.0,4178.93,646.95,22.0,0.0
32030921,2025-10,14.0,6980.07,1329.57,6.0,2.0
16346660,2025-12,13.0,1167.21,425.13,10.0,0.0
95419003,2025-10,19.0,778.27,523.33,15.0,0.0
61494464,2025-08,25.0,1077.4,539.59,13.0,0.0
35595080,2026-01,47.0,6741.89,2719.94,33.0,0.0
76340542,2026-05,23.0,5302.93,555.46,15.0,1.0
40738158,2026-04,17.0,3820.75,699.66,10.0,1.0
32627321,2026-04,18.0,3194.92,694.88,16.0,0.0
83487358,2026-05,56.0,8613.16,2637.84,38.0,1.0
95999283,2026-01,20.0,,302.17,11.0,0.0
82555172,2025-12,11.0,2091.4,202.87,6.0,0.0
51442726,2026-03,34.0,4723.74,2213.17,19.0,0.0
80880259,2025-10,21.0,4845.26,759.09,9.0,0.0
67036862,2026-04,46.0,4165.3,2867.44,15.0,0.0
76285869,2025-10,43.0,2477.96,1317.16,22.0,0.0
30123676,2026-02,27.0,5231.59,1202.09,16.0,0.0
61805462,2025-06,39.0,2825.89,932.85,9.0,2.0
84785760,2026-01,37.0,1446.38,929.02,22.0,0.0
78928078,2026-05,27.0,5731.12,1395.81,20.0,0.0
32092106,2026-03,33.0,10104.93,1718.48,23.0,1.0
63442721,2026-02,30.0,1773.86,746.22,22.0,1.0
97278768,2026-05,31.0,2979.74,2217.83,17.0,0.0
89657449,2026-01,36.0,2186.67,1031.21,20.0,1.0
70148222,2025-10,46.0,5460.44,1166.49,23.0,0.0
58489788,2026-04,59.0,3089.47,1614.29,41.0,0.0
98652922,2026-04,33.0,6192.81,1648.08,16.0,0.0
23823834,2025-07,46.0,3245.85,2943.75,46.0,1.0
52435246,2026-03,36.0,3236.3,771.62,14.0,1.0
19822465,2025-09,32.0,3718.82,1008.6,13.0,0.0
62649403,2026-02,28.0,4734.2,1743.98,17.0,0.0
40913983,2025-09,30.0,3374.8,1348.08,13.0,0.0
11881248,2026-01,30.0,6916.42,2737.02,8.0,0.0
86218918,2026-04,33.0,4519.65,807.24,21.0,0.0
18727701,2025-07,15.0,2666.14,577.82,5.0,2.0
18075743,2025-08,61.0,4049.59,2329.9,26.0,0.0
44199685,2025-09,57.0,5544.48,8938.22,39.0,0.0
50405806,2025-11,23.0,5056.59,882.45,13.0,1.0
22964322,2025-10,37.0,3308.28,548.13,21.0,0.0
45672561,2025-08,17.0,2615.38,566.62,9.0,0.0
67102062,2026-05,36.0,8812.84,1069.43,10.0,0.0
44769886,2025-12,30.0,4350.09,1757.81,14.0,0.0
45017757,2026-02,29.0,5173.74,796.85,16.0,1.0
86218918,2025-11,28.0,5062.67,405.71,15.0,0.0
60028827,2026-05,54.0,4262.29,2584.11,33.0,1.0
94281143,2026-02,24.0,5868.97,1158.22,5.0,2.0
21309357,2026-01,18.0,3348.35,394.67,6.0,0.0
22934189,2025-10,35.0,6607.34,1238.31,18.0,0.0
86598061,2025-08,24.0,4216.97,1286.06,8.0,1.0
73888499,2026-04,25.0,4992.85,641.06,13.0,1.0
22692240,2025-10,34.0,2790.25,1343.03,19.0,0.0
58851887,2025-09,25.0,6826.49,1325.01,14.0,1.0
66338610,2026-03,42.0,3234.59,843.31,32.0,1.0
83848529,2026-03,35.0,6078.21,1267.32,19.0,1.0
86856136,2026-03,56.0,3423.51,4187.86,31.0,1.0
83908520,2025-09,26.0,3596.61,479.01,15.0,0.0
20268933,2025-12,34.0,4549.91,1499.62,30.0,0.0
26043280,2026-01,30.0,3279.62,759.36,22.0,0.0
15680404,2025-09,33.0,1436.42,888.41,25.0,0.0
89862289,2025-09,13.0,2529.04,198.69,5.0,1.0
57942686,2026-03,35.0,2911.71,979.57,24.0,1.0
35192475,2026-01,44.0,8467.6,3676.25,27.0,0.0
80242836,2025-10,33.0,2253.11,724.73,14.0,0.0
13811375,2026-02,20.0,4800.93,713.05,4.0,2.0
79319625,2026-04,42.0,3515.84,1576.82,14.0,2.0
93470961,2026-02,30.0,4097.45,1412.96,17.0,0.0
16485035,2026-03,17.0,1872.65,435.57,9.0,2.0
88242114,2025-10,31.0,3275.08,739.19,20.0,0.0
87469766,2025-09,36.0,5249.74,1414.98,14.0,1.0
27243536,2025-12,20.0,3221.1,912.55,9.0,0.0
14586262, 2025-06 ,41.0,5058.31,1349.08,20.0,0.0
66237087,2025-06,18.0,2431.19,219.54,8.0,0.0
22121938,2025-07,21.0,2838.11,783.72,13.0,0.0
83301155,2026-05,36.0,1389.51,788.13,18.0,0.0
80149541,2025-08,32.0,3459.9,621.96,29.0,0.0
97848729,2025-11,33.0,1276.48,697.63,15.0,1.0
49156712,2026-02,26.0,2623.63,423.7,17.0,0.0
92564031,2025-08,10.0,4090.44,123.93,6.0,0.0
73474092,2025-12,38.0,2193.34,1235.64,29.0,0.0
82085630,2026-04,49.0,2712.3,1531.13,42.0,0.0
30525271,2025-07,30.0,6611.84,967.01,9.0,3.0
71752760,2025-12,52.0,14026.37,7438.11,45.0,1.0
20640974,2025-12,20.0,2891.42,560.77,12.0,2.0
63947687,2025-10,36.0,2657.92,734.26,14.0,1.0
55479755,2026-05,,8674.67,5754.55,47.0,0.0
36048167,2026-05,26.0,1567.3,110.64,11.0,0.0
18554018,2026-04,32.0,6651.24,1706.49,14.0,2.0
34832942,2026-05,32.0,4993.95,1473.68,26.0,0.0
56144052,2025-08,20.0,3314.58,1679.43,14.0,2.0
43239171,2025-08,16.0,3820.45,477.51,11.0,1.0
98409861,2025-08,34.0,3241.56,1560.79,20.0,1.0
44113295,2025-12,37.0,2697.7,339.5,22.0,0.0
18997821,2025-10,41.0,2363.94,904.85,30.0,1.0
34367172,2025-12,23.0,1915.4,566.84,9.0,0.0
83844156,2025-06,20.0,2917.97,780.41,11.0,0.0
20750354,2025-10,32.0,3734.66,939.16,23.0,0.0
64300917,2025-09,42.0,3057.43,942.16,29.0,
50164460,2026-01,43.0,2865.45,1236.74,20.0,0.0
15503137,2025-11,8.0,2843.76,234.14,3.0,2.0
34758701,2025-12,49.0,4427.87,4151.16,38.0,0.0
55324947,2026-01,23.0,1748.41,538.97,23.0,0.0
16870510,2026-02,34.0,1199.99,828.62,13.0,0.0
30489114,2026-05,50.0,2641.48,1117.36,33.0,1.0
81929467,2026-03,45.0,1573.56,1202.27,32.0,0.0
54456934,2025-12,9.0,1784.97,5.41,8.0,0.0
93997193,2026-03,38.0,2660.42,492.68,18.0,0.0
80050660,2026-02,17.0,5108.64,787.27,11.0,1.0
78498777,2025-07,29.0,2017.88,835.92,13.0,1.0
49703045,2026-02,12.0,1617.73,377.67,10.0,0.0
97900514,2025-08,41.0,4047.66,953.56,36.0,0.0
35403783,2025-08,30.0,3380.93,1636.37,22.0,1.0
97129481,2025-06,56.0,8469.4,3070.65,40.0,0.0
94334017,2025-12,28.0,1394.35,498.53,28.0,0.0
26318770,2026-01,55.0,5888.04,3920.92,31.0,3.0
89050011,2025-12,43.0,7927.55,1356.68,22.0,0.0
94196367,2026-02,34.0,3109.48,853.76,23.0,0.0
89529898,2026-01,14.0,883.79,395.29,7.0,0.0
73461435,2026-01,17.0,3515.64,573.52,8.0,0.0
87691176,2026-03,20.0,3856.78,594.24,6.0,1.0
72041456,2026/02,30.0,1722.49,413.07,11.0,0.0
24605145,2025-08,39.0,5437.62,1187.83,22.0,0.0
63566974,2026-01,36.0,3986.33,1969.49,15.0,0.0
57299104,2025-07,25.0,3668.38,1384.58,15.0,1.0
46112840,2025-11,45.0,4387.64,1025.92,26.0,0.0
79803750,2025-11,46.0,1845.98,2015.0,31.0,0.0
70983595,2025-12,31.0,3563.48,486.65,25.0,0.0
17741847,2025-12,34.0,9083.99,3510.61,29.0,0.0
58243763,2025-11,26.0,2557.65,568.89,19.0,1.0
36048167,2026-02,26.0,1162.65,794.96,21.0,0.0
77472332,2026-05,13.0,3812.6,127.97,11.0,0.0
42961959,2026-03,37.0,9508.29,3545.93,20.0,0.0
77028130,2026-01,10.0,5598.5,527.72,4.0,0.0
60562038,2025-10,23.0,1371.02,768.41,8.0,1.0
67121556,2026-04,25.0,5040.19,653.05,22.0,0.0
47596192,2026-04,25.0,3423.04,722.01,9.0,1.0
99872050,2026-01,20.0,4616.3,438.22,16.0,1.0
47677954,2025-10,23.0,710.53,698.81,9.0,0.0
93245559,2026-02,32.0,3331.51,771.25,12.0,0.0
23559979,2025-11,30.0,1435.87,260.06,13.0,
10271862,2026-04,46.0,5494.39,1943.72,27.0,0.0
78630933,2025-11,29.0,3667.62,938.79,8.0,0.0
75487183,2026-05,10.0,1682.0,113.55,4.0,0.0
53764244,2026-05,29.0,1292.07,744.31,18.0,1.0
72021485,2025-10,40.0,2604.91,1575.74,30.0,1.0
68701420,2026-05,35.0,5554.12,742.74,22.0,0.0
99532304,2025-06,42.0,6102.92,1463.65,31.0,1.0
77910940,2026-03,48.0,5779.73,3512.22,36.0,1.0
68808181,2025-11,41.0,4858.31,898.96,29.0,0.0
53279839,2026-01,22.0,5257.72,713.58,11.0,1.0
35279824,2026/05,23.0,2041.95,464.77,6.0,0.0
43296306,2026-04,39.0,4102.58,3110.78,24.0,1.0
22816003,2025-10,23.0,2150.03,83.42,7.0,0.0
63415815,2025-07,68.0,7571.98,1789.93,43.0,2.0
47735849,2026-05,30.0,1377.3,1068.41,27.0,0.0
16781600,2026-04,40.0,4711.26,1076.68,32.0,1.0
78097852,2025-07,37.0,2184.14,687.13,25.0,1.0
52549139,2025-08,46.0,1492.29,1418.81,16.0,1.0
26279349,2026-02,41.0,2784.22,822.26,22.0,0.0
27818223,2025-12,,2135.19,429.79,16.0,1.0
98119808,2025-09,23.0,4287.17,935.41,9.0,0.0
36149339,2025-09,21.0,2879.58,1058.83,8.0,0.0
13165165,2026-04,27.0,3412.96,305.47,20.0,0.0
58073198,2026-05,18.0,2899.34,663.35,18.0,2.0
22092530,2026-05,24.0,3575.1,514.73,18.0,0.0
55581518,2025-06,25.0,5146.96,2092.39,9.0,0.0
57764618,2025-09,35.0,2747.28,934.67,33.0,1.0
62777783,2026-01,34.0,5737.31,1213.02,14.0,2.0
93731356,2026-05-01,21.0,3674.08,802.99,11.0,1.0
28050270,2026-02,60.0,5131.45,5909.22,53.0,0.0
96264882,2025-08,42.0,3875.96,2073.16,19.0,0.0
12893373,2025-08,26.0,5660.78,1133.27,15.0,0.0
23637890,2026-04,35.0,2483.55,521.8,16.0,0.0
21128444,2025-08,34.0,3875.84,1481.68,17.0,3.0
44934423,2026-04,45.0,3351.62,1051.63,10.0,1.0
78682521,2026-05,48.0,5271.38,1874.24,21.0,0.0
14127121,2026-02,37.0,6483.34,2704.77,9.0,1.0
42468937,2025-09,34.0,4927.54,1802.25,24.0,0.0
61170056,2025-10,41.0,15398.37,5446.28,30.0,0.0
15000891,2025-09,31.0,3100.19,468.67,13.0,0.0
26884393,2025-08,27.0,4735.84,1013.23,21.0,1.0
39469418,2025/07,34.0,5282.94,2869.05,19.0,1.0
14586262,2025-07,37.0,4980.42,1996.39,20.0,0.0
55736302,2026-02,39.0,3643.5,911.27,29.0,0.0
42416431,2025-12,33.0,11244.42,1862.45,11.0,1.0
94196367,2025-06,32.0,2597.54,634.94,33.0,1.0
10492580,2026-05,48.0,2023.67,1422.23,19.0,1.0
68730017,2026-01,37.0,6605.36,2288.42,25.0,0.0
27364601,2026-02,52.0,4658.01,1385.71,11.0,1.0
36629840,2025-06,29.0,3131.52,727.9,12.0,0.0
13889537,2025-07,45.0,3926.85,1187.79,34.0,2.0
35932752,2026-01,31.0,2153.36,538.93,20.0,0.0
19035292,2025-12,41.0,4543.93,818.68,23.0,0.0
60920721,2025-06,37.0,3644.64,1184.95,33.0,0.0
19606310,2026-05,27.0,2300.74,825.67,5.0,2.0
19577311,2025-08,40.0,2650.98,2379.56,23.0,1.0
37894541,2025-09,50.0,6239.86,2453.97,25.0,0.0
44113489,2025-10,35.0,1787.22,898.09,18.0,1.0
19537088,2025-07,18.0,4948.88,321.76,6.0,2.0
29057503,2025-06,21.0,3507.46,798.26,7.0,0.0
40958248,2025-06-01,15.0,2781.94,483.8,10.0,0.0
75426108,2026-05,19.0,2317.37,277.61,8.0,0.0
93759583,2026-01,23.0,4207.19,1208.11,8.0,1.0
80541346,2026-05,30.0,4506.62,622.13,15.0,0.0
56411150,2026-03,35.0,3597.36,1855.13,21.0,0.0
21888682,2025-09,27.0,3925.06,748.69,5.0,2.0
81434086,2026-04,25.0,2170.65,883.46,12.0,2.0
59003604,2025-11,13.0,2311.71,185.63,7.0,0.0
62341281,2025-10,6.0,1886.92,108.11,4.0,0.0
52669138,2026-03,28.0,7910.21,1759.17,27.0,0.0
10426197,2025-12,52.0,8214.24,4156.18,33.0,0.0
42190726,2025-08,28.0,3069.68,845.97,20.0,0.0
25677466,2025-06,23.0,4945.33,813.95,10.0,0.0
38170203,2026-05,24.0,5927.19,1033.72,4.0,1.0
74907178,2026-05,17.0,3189.67,727.52,9.0,0.0
86598061,2026-03,14.0,1940.55,784.66,6.0,1.0
84699890,2025-06,37.0,2663.01,1063.51,29.0,0.0
14406551,2025-09,27.0,1305.23,475.0,9.0,1.0
96421226,2026-02,34.0,1849.64,661.58,19.0,2.0
11254201,2025-07,18.0,3178.26,461.98,14.0,1.0
41690691,2025-06,30.0,4641.92,615.5,17.0,1.0
38840646,2026-05,28.0,4357.29,1253.97,12.0,1.0
69306662,2025-09,45.0,,,32.0,0.0
28187276,2026-01,36.0,5721.96,1605.75,25.0,0.0
79525451,2025-12,23.0,,785.37,11.0,0.0
24704875,2025-06,35.0,3212.43,1127.31,17.0,0.0
78602398,2025-12,30.0,5236.5,2220.17,14.0,0.0
45104536,2025-07,26.0,6142.97,1010.73,6.0,2.0
49124843,2026-03,49.0,4457.19,1106.89,26.0,0.0
95765595,2026-04,26.0,1081.32,663.57,7.0,0.0
13353426,2025-11,35.0,6767.23,2339.18,25.0,0.0
34858157,2026-01,25.0,1406.04,513.37,12.0,0.0
16230141,2025-12,26.0,3746.84,732.02,13.0,1.0
13160452,2026-05,22.0,1233.45,869.25,12.0,0.0
18727701,2025-12,27.0,2147.38,820.15,28.0,1.0
35912555,2025-12,29.0,3419.76,656.08,20.0,1.0
75078482,2026-05,37.0,,712.72,23.0,2.0
35819935,2026-01,52.0,4444.66,2769.19,35.0,1.0
31189125,2025-09,18.0,4933.66,826.1,12.0,0.0
59230996,2026-01,26.0,4490.25,862.75,16.0,0.0
80453084,2025-07,28.0,2473.46,1000.58,8.0,0.0
44767599,2026-05,41.0,1826.21,1299.94,24.0,0.0
82041908,2026-01,32.0,4492.92,1518.31,26.0,1.0
57644165,2025-07,22.0,3378.71,351.99,15.0,1.0
16553813,2026-03,37.0,4004.77,2052.77,18.0,0.0
97233444,2025-12,41.0,5729.35," 2,087.97 ",23.0,0.0
16283044,2025-07,19.0,3419.76,791.44,8.0,0.0
30408570,2026-05,51.0,6301.82,1834.52,36.0,0.0
28719452,2025-06,21.0,2334.62,772.09,18.0,0.0
43544112,2025-08,17.0,2885.78,440.71,7.0,1.0
94281143,2025-07,15.0,6668.24,306.14,4.0,2.0
28983733,2025-09,35.0,4610.16,2917.14,16.0,0.0
12250849,2025-06,33.0,3587.02,1302.34,19.0,0.0
49341441,2026-05,21.0,2173.21,394.37,11.0,0.0
75503888,2025-09,37.0,3318.16,617.36,17.0,0.0
58530042,2025-11,38.0,1117.44,663.58,19.0,3.0
74713639,2025-12,16.0,3318.23,427.83,12.0,0.0
75338756,2025-07,31.0,3113.98,1362.8,29.0,1.0
95782201,2025-08,31.0,6011.44,1930.53,18.0,0.0
78778405,2026-04,32.0,5885.21,2364.57,20.0,0.0
75104355,2025-12,43.0,6889.77,1360.91,22.0,0.0
11964803,2026-05,27.0,5596.55,1820.54,19.0,0.0
81164209,2025-10,26.0,5567.0,1334.92,11.0,1.0
97945241,2026-03,19.0,4789.85,371.45,4.0,0.0
78682521,2025-12,35.0,5758.75,1483.47,24.0,1.0
72665478,2026-05,30.0,5322.05,2093.62,23.0,0.0
87669626,2025-12,54.0,9669.98,2290.52,39.0,1.0
39798352,2025-09,53.0,2742.79,2533.49,29.0,1.0
93692058,2025-07,12.0,753.15,264.08,3.0,1.0
70726561,2025-12,13.0,2089.64,493.33,3.0,0.0
58256221,2026-01,31.0,2880.25,1141.47,21.0,1.0
49694806,2025-07,23.0,2747.28,463.58,4.0,1.0
78602398,2025-10,22.0,5288.82,990.81,14.0,1.0
13278699,2025-06,38.0,3053.81,2375.85,11.0,1.0
82130031,2026-03,44.0,11486.78,3396.97,38.0,0.0
92193986,2025-10,45.0,6937.39,5001.9,34.0,0.0
93967857,2025-06,20.0,2025.11,1501.88,23.0,0.0
78170307,2026-01,33.0,2460.72,843.69,11.0,0.0
86366745,2025-12,56.0,1976.7,1360.36,60.0,0.0
54082776,2026-05,15.0,3317.74,455.01,10.0,0.0
58256221,2026-05,42.0,3067.25,893.95,29.0,0.0
96472251,2025-11,25.0,2003.72,433.03,20.0,1.0
20729092,2026-03,16.0,1895.41,358.27,12.0,2.0
89146418,2025-11,52.0,1767.08,1578.95,37.0,0.0
99507845,2025-09,34.0,4706.94,1300.53,17.0,1.0
82130031,2026-05,47.0,10818.12,3704.27,21.0,0.0
15609256,2025-07,51.0,11364.88,6331.11,47.0,0.0
63612232,2025-10,55.0,5483.39,1102.17,50.0,1.0
37539800,2025-11,7.0,941.88,311.61,3.0,2.0
38132057,2025-09,24.0,3135.62,560.23,12.0,0.0
32498723,2025-11,54.0,7636.57,1233.53,29.0,0.0
92953646,2025-10,26.0,2477.23,1173.69,20.0,1.0
24026780,2026-02,26.0,4512.99,1008.23,12.0,1.0
12200536,2026-01,51.0,8543.93,4152.34,31.0,0.0
19779917,2025-06,31.0,3626.02,1333.45,19.0,1.0
11107189,2025-09,27.0,4093.09,,9.0,0.0
92891459,2026-02,24.0,4289.29,991.58,7.0,0.0
32289385,2025-06,17.0,2941.25,701.89,4.0,2.0
87423176,2026-01,14.0,1496.71,914.48,7.0,0.0
22871371,2025-12,18.0,4363.67,1150.48,7.0,2.0
47514376,2026-01,32.0,,888.17,7.0,0.0
80372487,2025-12,22.0,3042.81,283.71,12.0,0.0
94298310,2026-05,28.0,5299.43,749.66,10.0,3.0
32538644,2025-09,42.0,7594.11,2963.35,24.0,0.0
64929302,2025-12,37.0,4008.09,1294.3,21.0,0.0
19535083,2025-12,25.0,2974.14,695.84,12.0,0.0
50888573,2026-01-01,36.0,2660.85,1167.35,32.0,0.0
36717585,2026-02,28.0,3963.64,1115.99,16.0,0.0
89306717,2025-09,37.0,2962.79,1950.23,22.0,0.0
64946691,2025-10,19.0,1538.74,348.72,7.0,0.0
46748548,2026-03,32.0,728.08,611.74,14.0,1.0
44518051,2025-09,26.0,3465.86,725.15,16.0,0.0
57992041,Apr-2026,33.0,2623.47,1057.93,15.0,0.0
93435097,2025-12,56.0,4743.9," 3,275.16 ",30.0,1.0
46839256,2025-08,30.0,898.36,979.07,13.0,0.0
19373568,2025-10,27.0,6553.77,2380.72,11.0,0.0
56983874,2025-10,17.0,2065.1,436.79,7.0,0.0
67356631,2026-05,12.0,4559.75,680.78,2.0,1.0
20809774,2025-06,26.0,3991.12,1016.28,8.0,2.0
33813301,2025-08,28.0,2122.86,787.96,19.0,0.0
45330007,2025-11,45.0,9874.4,1936.13,33.0,1.0
76214043,2026-02,24.0,3056.74,459.79,17.0,1.0
18461852,2026-02,52.0,,2284.51,36.0,1.0
82695636,2026-01,11.0,4733.7,456.32,3.0,2.0
21145903,2025-12,38.0,2829.94,642.51,39.0,1.0
36068827,2026-03,63.0,7678.64,8308.59,47.0,0.0
28742938,2025-10,20.0,2820.95,534.53,12.0,0.0
61685864,2026-02,33.0,4702.79,1351.12,14.0,1.0
18627610,2026-02,7.0,3448.19,0.0,7.0,0.0
96336826,2025-08,40.0,10167.83,3185.46,25.0,0.0
23662048,2025-10,31.0,2203.21,1389.99,23.0,0.0
30221664,2025-07,23.0,6191.99,891.04,11.0,1.0
78817868,2025-09,34.0,3502.13,1593.61,10.0,0.0
78962183,2026-05,38.0,7514.36,1976.3,26.0,0.0
31291277,2025-11,25.0,2467.06,698.69,9.0,3.0
36551299,2025-08,27.0,2589.78,,18.0,0.0
96682908,2026-03,46.0,5339.87,3182.92,30.0,0.0
66675691,2026-01,43.0,3921.3,3136.49,17.0,4.0
94262613,2025-10,23.0,6865.25,1405.35,11.0,0.0
12082532,2025-11,28.0,2784.57,699.59,8.0,1.0
55355378,2026-02,34.0,5422.71,1630.67,17.0,1.0
93146060,2026-04,35.0,3724.83,865.31,15.0,1.0
66337722,2026/02,23.0,4405.46,694.33,21.0,0.0
68335205,2025-11,28.0,5448.76,584.24,20.0,0.0
25929904,2026-05,49.0,,4234.92,17.0,2.0
57355299,2026-01,35.0,6601.58,2056.19,21.0,0.0
97279689,2026-01,25.0,4726.49,776.37,25.0,0.0
60035065,2025-09,23.0,3262.51,,22.0,0.0
35020928,2026-03,38.0,1792.96,1659.81,23.0,1.0
34029786,2025-10,33.0,6192.29,2865.81,12.0,0.0
94399957,2025-10,18.0,1134.18,397.73,8.0,0.0
14263476,2025-10,28.0,2955.4,1067.22,17.0,4.0
21640063,2025-09,27.0,4724.01,848.04,14.0,
24490945,2025-11,47.0,5009.2,3447.44,32.0,0.0
65179342,2025-07,26.0,3383.83,1392.92,10.0,2.0
80449333,2025-10,29.0,2912.92,1968.35,18.0,0.0
94334017,2026-04,20.0,1213.32,475.95,10.0,1.0
42290849,2026-05,53.0,3443.77,1530.51,21.0,2.0
34362004,2026-02,38.0,6304.87,1849.68,26.0,0.0
95699526,2025-09,41.0,3514.87,1107.83,16.0,0.0
68570834,2025-11,33.0,5937.96,747.28,18.0,0.0
98887333,2026-02,25.0,3455.13,1234.74,9.0,1.0
25284719,2026-03,27.0,3681.08,625.29,8.0,1.0
30122867,2026-04,59.0,3943.21,2497.81,45.0,0.0
58348550,2026/01,52.0,3350.92,856.31,40.0,1.0
17086861,2026-04,32.0,2241.33,463.98,20.0,0.0
33293493,2026-01,37.0,3971.64,827.59,30.0,0.0
82624297,2025-12,23.0,1131.71,417.56,8.0,2.0
92731717,2025-12,22.0,1837.13,1715.54,14.0,1.0
97602571,2025-06,31.0,4032.43,1731.83,22.0,1.0
68468126,2025-08,49.0,3026.32,1847.93,27.0,0.0
21242614,2026-01,37.0,2149.63,341.81,18.0,0.0
93080408,2025-08,47.0,7361.21,2210.8,36.0,0.0
12000966,2025-11,19.0,662.93,699.3,7.0,1.0
50457206,2025-06,24.0,2775.38,916.66,12.0,0.0
29761922,2026-05,32.0,3866.02," 1,917.43 ",18.0,0.0
88797089,2025-07,31.0,1336.48,1629.55,15.0,3.0
70498454,2025-11,26.0,4654.22,906.29,19.0,1.0
73796147,2025-09-01,27.0,3914.44,878.24,13.0,0.0
58913409,2025/08,33.0,3309.73,1646.7,23.0,0.0
22109106,2026-04,35.0,3036.77,1314.08,24.0,0.0
